id;name;dev;adm;dip;mil;goods;trade_area;flag;country;religion;culture;cult_group;type;continent;large_region;region;area
1845;Pyeongyang;9.0;3.0;3.0;3.0;Grain;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Pyongan
1846;Amasya;11.0;4.0;4.0;3.0;Paper;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Rum
1847;Shiribeshi;3.0;1.0;1.0;1.0;Fish;Nippon;;Ainu;Animist;Ainu;Kamchatkan;Land;Asia;Far East;Japan;Hokkaido
1848;Hamid;8.0;3.0;3.0;2.0;Grain;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Germiyan
1849;Hama;10.0;4.0;4.0;2.0;Cotton;Aleppo;;Mamluks;Sunni;Syrian;Levantine;Land;Asia;Near East;Mashriq;Aleppo
1850;Yaran;9.0;3.0;3.0;3.0;Fish;Girin;;Jianzhou;Tengri;Manchu;Evenki;Land;Asia;Tartary;Manchuria;Ningguta
1851;Coimbra;13.0;5.0;5.0;3.0;Grain;Sevilla;;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Beiras
1852;Tokachi;3.0;1.0;1.0;1.0;Fish;Nippon;;Ainu;Animist;Ainu;Kamchatkan;Land;Asia;Far East;Japan;Hokkaido
1853;Kastoria;7.0;3.0;3.0;1.0;Wine;Ragusa;;Ottomans;Orthodox;Greek;Byzantine;Land;Europe;Eastern Europe;Balkans;Macedonia
1854;Jaffa;9.0;3.0;3.0;3.0;Sugar;Alexandria;;Mamluks;Sunni;Syrian;Levantine;Land;Asia;Near East;Mashriq;Palestine
1855;Sidon;13.0;5.0;5.0;3.0;Naval supplies;Aleppo;;Mamluks;Shia;Syrian;Levantine;Land;Asia;Near East;Mashriq;Syria
1856;Abkhazia;6.0;2.0;2.0;2.0;Wine;Crimea;;Imereti;Orthodox;Georgian;Caucasian;Land;Europe;Near East;Caucasia;Imereti
1857;Lauenburg;5.0;2.0;2.0;1.0;Salt;Lübeck;;Saxe-Lauenburg;Catholic;Westphalian;Germanic;Land;Europe;Western Europe;North Germany;Lower Saxony
1858;Stettin;10.0;4.0;4.0;2.0;Naval supplies;Lübeck;Oder Estuary;Pomerania;Catholic;Pomeranian;Germanic;Land;Europe;Western Europe;North Germany;Hinterpommern
1859;Chelmno;10.0;4.0;4.0;2.0;Grain;Baltic Sea;;Teutonic Order;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Baltic;West Prussia
1860;Norfolk;6.0;2.0;2.0;2.0;Iron;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;East Anglia
1861;Derbyshire;6.0;2.0;2.0;2.0;Iron;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Mercia
1862;Cremona;20.0;8.0;8.0;4.0;Grain;Venice;;Milan;Catholic;Lombard;Latin;Land;Europe;Western Europe;Italy;Lombardy
1863;Graz;13.0;5.0;5.0;3.0;Grain;Wien;;Austria;Catholic;Austrian;Germanic;Land;Europe;Western Europe;South Germany;Inner Austria
1864;Somogy;8.0;3.0;3.0;2.0;Livestock;Wien;;Hungary;Catholic;Hungarian;Carpathian;Land;Europe;Eastern Europe;Carpathia;Transdanubia
1865;Ghent;19.0;8.0;8.0;3.0;Cloth;English Channel;;Flanders;Catholic;Flemish;Germanic;Land;Europe;Western Europe;Low Countries;Flanders
1866;Namur;17.0;7.0;7.0;3.0;Iron;Champagne;;Burgundy;Catholic;Walloon;French;Land;Europe;Western Europe;Low Countries;Wallonia
1867;Vaud;11.0;4.0;4.0;3.0;Livestock;Champagne;;Savoy;Catholic;Swiss;Germanic;Land;Europe;Western Europe;South Germany;Romandie
1868;Augsburg;18.0;7.0;7.0;4.0;Cloth;Wien;;Augsburg;Catholic;Swabian;Germanic;Land;Europe;Western Europe;South Germany;Upper Swabia
1869;Zürich;10.0;4.0;4.0;2.0;Wool;Rheinland;;Switzerland;Catholic;Swiss;Germanic;Land;Europe;Western Europe;South Germany;Switzerland
1870;St Gallen;10.0;4.0;4.0;2.0;Livestock;Rheinland;;Switzerland;Catholic;Swiss;Germanic;Land;Europe;Western Europe;South Germany;Switzerland
1871;Wallis;7.0;3.0;3.0;1.0;Livestock;Champagne;;Savoy;Catholic;Swiss;Germanic;Land;Europe;Western Europe;South Germany;Romandie
1872;Ulm;18.0;7.0;7.0;4.0;Cloth;Wien;;Ulm;Catholic;Swabian;Germanic;Land;Europe;Western Europe;South Germany;Lower Swabia
1873;Graubünden;7.0;3.0;3.0;1.0;Livestock;Rheinland;;Switzerland;Catholic;Swiss;Germanic;Land;Europe;Western Europe;South Germany;Switzerland
1874;Bremen;16.0;6.0;6.0;4.0;Fish;Lübeck;Weser Estuary;Bremen;Catholic;Westphalian;Germanic;Land;Europe;Western Europe;North Germany;Weser
1875;Cuneo;15.0;5.0;5.0;5.0;Grain;Genoa;;Savoy;Catholic;Piedmontese;Latin;Land;Europe;Western Europe;Italy;Piedmont
1876;Frankfurt;18.0;7.0;7.0;4.0;Paper;Rheinland;Inland Center of Trade;Frankfurt;Catholic;Rhenish;Germanic;Land;Europe;Western Europe;North Germany;Hesse
1877;Charolais;11.0;4.0;4.0;3.0;Salt;Champagne;;Burgundy;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Burgundy
1878;Aachen;12.0;5.0;5.0;2.0;Grain;Rheinland;;Aachen;Catholic;Rhenish;Germanic;Land;Europe;Western Europe;North Germany;Lower Rhineland
1879;Alencon;16.0;6.0;6.0;4.0;Cloth;English Channel;;England;Catholic;Francien;French;Land;Europe;Western Europe;France;Normandy
1880;Sundgau;14.0;4.0;6.0;4.0;Iron;Rheinland;;Austria;Catholic;Swabian;Germanic;Land;Europe;Western Europe;South Germany;Upper Rhineland
1881;St. Martin;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Leeward Islands
1882;Annaba;5.0;2.0;2.0;1.0;Naval supplies;Tunis;;Tunis;Sunni;Berber;Maghrebi;Land;Africa;Africa;Maghreb;Kabylia
1883;Western Finnish Lakes;;;;;;;;;;;;Lake;;;;
1884;East Finnish Lakes;;;;;;;;;;;;Lake;;;;
1885;Central Finnish Lakes;;;;;;;;;;;;Lake;;;;
1886;Storavan;;;;;;;;;;;;Lake;;;;
1887;Storsjön;;;;;;;;;;;;Lake;;;;
1888;Kara Sea;;;;;;;;;;;;Lake;;;;
1889;Lake Geneva;;;;;;;;;;;;Lake;;;;
1890;Lake Constance;;;;;;;;;;;;Lake;;;;
1891;Lake Tuz;;;;;;;;;;;;Lake;;;;
1892;Lake Van;;;;;;;;;;;;Lake;;;;
1893;Lake Urmia;;;;;;;;;;;;Lake;;;;
1894;Sevan Lake;;;;;;;;;;;;Lake;;;;
1895;Lake Taihu;;;;;;;;;;;;Lake;;;;
1896;Lake Hongze;;;;;;;;;;;;Lake;;;;
1897;Dongting;;;;;;Hangzhou;;;;;;Lake;;;;
1898;Tonlé Sap Lake;;;;;;;;;;;;Lake;;;;
1899;Tana Lake;;;;;;;;;;;;Lake;;;;
1900;Lake Turkana;;;;;;;;;;;;Lake;;;;
1901;Mpangu;6.0;2.0;2.0;2.0;Copper;Kongo;;Kongo;Fetishist;Kongolese;Congo;Land;Africa;Africa;Kongo;Kongo
1902;Lake Poopo;;;;;;;;;;;;Lake;;;;
1903;Lake Champlain;;;;;;;;;;;;Lake;;;;
1904;Lake Saint-Jean;;;;;;;;;;;;Lake;;;;
1905;Lake Manicouagan;;;;;;;;;;;;Lake;;;;
1906;Lake Michikamau;;;;;;;;;;;;Lake;;;;
1907;Lake Bienville;;;;;;;;;;;;Lake;;;;
1908;Clearwater Lakes;;;;;;;;;;;;Lake;;;;
1909;Lake Minto;;;;;;;;;;;;Lake;;;;
1910;La Grande River;;;;;;;;;;;;Lake;;;;
1911;Lake Island;;;;;;;;;;;;Lake;;;;
1912;Lake Reindeer;;;;;;;;;;;;Lake;;;;
1913;Wollaston Lake;;;;;;;;;;;;Lake;;;;
1914;Great Slave Lake;;;;;;;;;;;;Lake;;;;
1915;Lake Athabasca;;;;;;;;;;;;Lake;;;;
1916;Dubawni Lake;;;;;;;;;;;;Lake;;;;
1917;Yathkyed Lake;;;;;;;;;;;;Lake;;;;
1918;Kasba Lake;;;;;;;;;;;;Lake;;;;
1919;Nueltin Lake;;;;;;;;;;;;Lake;;;;
1920;Wholdaia Lake;;;;;;;;;;;;Lake;;;;
1921;Peter Pond Lake;;;;;;;;;;;;Lake;;;;
1922;Great Salt Lake;;;;;;;;;;;;Lake;;;;
1923;Williston Lake;;;;;;;;;;;;Lake;;;;
1924;Greenland Tip;;;;;;;;;;;;Sea;;;North Atlantic;Denmark Strait
1925;Tana;3.0;1.0;1.0;1.0;Unknown;Great Lakes;;;Fetishist;Thagiicu;East Bantu;Land;Africa;Africa;Central Africa;Kenya
1926;Northern Baltic Sea;;;;;;Baltic Sea;;;;;;Inland sea;Europe;;Baltic Sea;Baltic Sea
1927;Eastern Baltic Sea;;;;;;;;;;;;Inland sea;;;Baltic Sea;Baltic Sea
1928;Western Sea of Åland;;;;;;;;;;;;Inland sea;;;Baltic Sea;Baltic Sea
1929;Western Norwegian Sea;;;;;;North Sea;;;;;;Sea;;;North Atlantic;Norwegian Sea
1930;Åland;3.0;1.0;1.0;1.0;Fish;Baltic Sea;;Sweden;Catholic;Swedish;Nordic;Land;Europe;Western Europe;Scandinavia;Östra Svealand
1931;East Frisia;7.0;2.0;2.0;3.0;Salt;English Channel;Ems Estuary;East Frisia;Catholic;Westphalian;Germanic;Land;Europe;Western Europe;Low Countries;Frisia
1932;Gulf of Satalia;;;;;;;;;;;;Inland sea;;;Mediterranean;Eastern Mediterranean
1933;Bari;8.0;3.0;3.0;2.0;Wine;Venice;;Naples;Catholic;Neapolitan;Latin;Land;Europe;Western Europe;Italy;Apulia
1934;Lucania;5.0;2.0;2.0;1.0;Livestock;Genoa;;Naples;Catholic;Neapolitan;Latin;Land;Europe;Western Europe;Italy;Calabria
1935;Mitau;6.0;2.0;2.0;2.0;Naval supplies;Baltic Sea;;Livonian Order;Catholic;Latvian;Baltic;Land;Europe;Eastern Europe;Baltic;Curonia
1936;Kovno;7.0;3.0;3.0;1.0;Livestock;Baltic Sea;;Lithuania;Catholic;Lithuanian;Baltic;Land;Europe;Eastern Europe;Baltic;Samogitia
1937;Grodno;11.0;4.0;4.0;3.0;Livestock;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Baltic;Vilna
1938;Wizna;5.0;2.0;2.0;1.0;Naval supplies;Krakow;;Mazovia;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Mazovia
1939;Leczyca;11.0;4.0;4.0;3.0;Grain;Krakow;;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Wielkopolska
1940;Belz;9.0;4.0;3.0;2.0;Livestock;Krakow;;Mazovia;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Poland;Red Ruthenia
1941;Turov;6.0;2.0;2.0;2.0;Wool;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Pripyat
1942;Zhytomyr;4.0;1.0;2.0;1.0;Grain;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;West Dniepr
1943;Bratslav;7.0;2.0;3.0;2.0;Livestock;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Podolia Volhynia
1944;Cherkasy;3.0;1.0;1.0;1.0;Livestock;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;West Dniepr
1945;Severia;4.0;1.0;2.0;1.0;Iron;Kiev;;Lithuania;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;East Dniepr
1946;Desh;10.0;4.0;4.0;2.0;Naval supplies;Goa;;Bahmanis;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Desh
1947;Gingee;8.0;3.0;3.0;2.0;Cloth;Ceylon;;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Carnatic
1948;Bidar;12.0;4.0;5.0;3.0;Silk;Goa;;Bahmanis;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Maidan
1949;Rayalaseema;10.0;4.0;3.0;3.0;Cotton;Ceylon;;Vijayanagar;Hindu;Telugu;Dravidian;Land;Asia;India;Deccan;Rayalaseema
1950;Meghalaya;;;;;;Bengal;;;;;;Wasteland;Asia;;;
1951;Hunyad;8.0;3.0;3.0;2.0;Iron;Constantinople;;Hungary;Orthodox;Transylvanian;Carpathian;Land;Europe;Eastern Europe;Carpathia;Southern Transylvania
1952;Maramaros;5.0;2.0;2.0;1.0;Naval supplies;Constantinople;;Hungary;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Carpathia;Northern Transylvania
1953;Szabolcs;8.0;3.0;3.0;2.0;Livestock;Wien;;Hungary;Catholic;Hungarian;Carpathian;Land;Europe;Eastern Europe;Carpathia;Alföld
1954;Torontál;8.0;3.0;3.0;2.0;Livestock;Wien;;Hungary;Catholic;Hungarian;Carpathian;Land;Europe;Eastern Europe;Carpathia;Alföld
1955;Kholmogory;5.0;2.0;2.0;1.0;Fur;White Sea;Coastal Center of Trade;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Arkhangelsk
1956;Suzdal;11.0;4.0;4.0;3.0;Grain;Novgorod;;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Suzdal
1957;Galich;11.0;4.0;5.0;2.0;Salt;Kazan;;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Ural;Galich
1958;Kargopol;7.0;3.0;3.0;1.0;Naval supplies;White Sea;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Pomorye
1959;Torzhok;7.0;3.0;3.0;1.0;Naval supplies;Novgorod;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Novgorod
1960;Ostrov;6.0;2.0;2.0;2.0;Naval supplies;Novgorod;;Pskov;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Pskov
1961;Ladoga;10.0;4.0;4.0;2.0;Fur;Novgorod;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;South Karelia
1962;Kudymkar;3.0;1.0;1.0;1.0;Fur;Kazan;;Perm;Tengri;Uralic;Ugric;Land;Europe;Eastern Europe;Ural;Kama
1963;Cherdyn;8.0;3.0;3.0;2.0;Salt;White Sea;;Perm;Tengri;Uralic;Ugric;Land;Europe;Eastern Europe;Ural;Perm
1964;Ust-Sysolsk;3.0;1.0;1.0;1.0;Fur;White Sea;;Perm;Orthodox;Uralic;Ugric;Land;Europe;Eastern Europe;Ural;Perm
1965;Buzuluk;6.0;2.0;2.0;2.0;Iron;Kazan;;Nogai;Sunni;Nogai;Tatar;Land;Europe;Eastern Europe;Ural;Bashkiria
1966;Chelyaba;9.0;3.0;3.0;3.0;Fur;Kazan;;Nogai;Sunni;Bashkir;Tatar;Land;Asia;Eastern Europe;Ural;Bashkiria
1967;Khujand;7.0;2.0;2.0;3.0;Silk;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Ferghana
1968;Kulob;7.0;2.0;2.0;3.0;Wool;Samarkand;;Timurids;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Khuttalan
1969;Sozak;3.0;1.0;1.0;1.0;Salt;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Syr Darya
1970;Syghnak;6.0;2.0;2.0;2.0;Livestock;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Kyzylkum
1971;Beljamen;8.0;3.0;3.0;2.0;Livestock;Astrakhan;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Lower Don
1972;Udmurtia;6.0;2.0;2.0;2.0;Grain;Kazan;;Kazan;Tengri;Uralic;Ugric;Land;Europe;Eastern Europe;Ural;Kama
1973;Urgench;12.0;4.0;4.0;4.0;Grain;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Khiva
1974;Yedishkul;10.0;4.0;4.0;2.0;Salt;Crimea;;Crimea;Sunni;Crimean;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Yedisan
1975;North Sea;;;;;;North Sea;;;;;;Sea;;;North Atlantic;North Sea
1976;Dead Sea;;;;;;;;;;;;Lake;;;;
1977;Mälaren;;;;;;;;;;;;Lake;;;;
1978;Shetland;3.0;1.0;1.0;1.0;Fish;North Sea;;Norway;Catholic;Norwegian;Nordic;Land;Europe;Western Europe;Scandinavia;Faroes
1979;Färöarna;3.0;1.0;1.0;1.0;Fish;North Sea;;Norway;Catholic;Norwegian;Nordic;Land;Europe;Western Europe;Scandinavia;Faroes
1980;Hokuriku Coast;;;;;;;;;;;;Inland sea;;;East China Sea;Sea of Japan
1981;Bornholm;3.0;1.0;1.0;1.0;Fish;Lübeck;;Denmark;Catholic;Danish;Nordic;Land;Europe;Western Europe;Scandinavia;Denmark
1982;Blekinge;5.0;2.0;2.0;1.0;Naval supplies;Lübeck;;Denmark;Catholic;Danish;Nordic;Land;Europe;Western Europe;Scandinavia;Skåneland
1983;Lolland;8.0;3.0;3.0;2.0;Fish;Lübeck;;Denmark;Catholic;Danish;Nordic;Land;Europe;Western Europe;Scandinavia;Denmark
1984;Nordjylland;7.0;3.0;3.0;1.0;Fish;Lübeck;;Denmark;Catholic;Danish;Nordic;Land;Europe;Western Europe;Scandinavia;North Jutland
1985;Närke;6.0;2.0;2.0;2.0;Iron;Baltic Sea;;Sweden;Catholic;Swedish;Nordic;Land;Europe;Western Europe;Scandinavia;Västra Svealand
1986;New Caledonia;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Melanesia
1987;Society Islands;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Eastern Polynesia
1988;Rapanui;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Eastern Polynesia
1989;Tonga;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Polynesia
1990;Tuvalu;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Polynesia
1991;Gilbert Islands;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;East Micronesia
1992;Nauru;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Polynesia
1993;Marshall Islands;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;East Micronesia
1994;Wake;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;East Micronesia
1995;Micronesia;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;West Micronesia
1996;Palau;3.0;1.0;1.0;1.0;Unknown;Philippines;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;West Micronesia
1997;Midway;3.0;1.0;1.0;1.0;Unknown;California;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Northern Polynesia
1998;Christmas Island;3.0;1.0;1.0;1.0;Unknown;Malacca;;;;;;Land;Oceania;East Indies;Malaya;Indian Ocean Islands
1999;Cocos Island;3.0;1.0;1.0;1.0;Unknown;Malacca;;;;;;Land;Oceania;East Indies;Malaya;Indian Ocean Islands
2000;Qinghai Lake;;;;;;;;;;;;Lake;;;;
2001;Siling Lake;;;;;;;;;;;;Lake;;;;
2002;Galápagos Islands;3.0;1.0;1.0;1.0;Unknown;Lima;;;Animist;Lokono;Caribbean;Land;South America;South America;Peru;Chimor
2003;Ktunaxa;4.0;1.0;2.0;1.0;Unknown;California;;;Totemist;Shoshone;Sonoran;Land;North America;North America;Cascadia;Interior Plateau
2004;Niitsitapi;3.0;1.0;1.0;1.0;Fur;Hudson Bay;;Blackfoot;Totemist;Blackfoot;Plains Algonquian;Land;North America;North America;Hudson Bay;Alberta
2005;Asinaan;3.0;1.0;1.0;1.0;Unknown;Hudson Bay;;;Totemist;Cheyenne;Plains Algonquian;Land;North America;North America;Hudson Bay;Assiniboia
2006;Apsáalooke;3.0;1.0;1.0;1.0;Fur;Hudson Bay;;Comanche;Totemist;Shoshone;Sonoran;Land;North America;North America;Great Plains;Upper Missouri
2007;Arikara;3.0;1.0;1.0;1.0;Unknown;Mississippi River;;;Totemist;Pawnee;Caddoan;Land;North America;North America;Great Plains;Dakota
2008;Lakota;3.0;1.0;1.0;1.0;Unknown;Mississippi River;;;Totemist;Pawnee;Caddoan;Land;North America;North America;Great Plains;Badlands
2009;Oglala;3.0;1.0;1.0;1.0;Unknown;Mississippi River;;;Totemist;Pawnee;Caddoan;Land;North America;North America;Great Plains;Badlands
2010;Connecticut;6.0;2.0;2.0;2.0;Fish;Chesapeake Bay;;Pequot;Totemist;Pequot;Eastern Algonquian;Land;North America;North America;Northeast;Connecticut
2011;Shenandoah;5.0;2.0;2.0;1.0;Unknown;Chesapeake Bay;;;Totemist;Susquehannock;Iroquoian;Land;North America;North America;Southeast;Great Valley
2012;Arsigantegok;6.0;2.0;2.0;2.0;Unknown;Gulf of St. Lawrence;;;Totemist;Abenaki;Eastern Algonquian;Land;North America;North America;Canada;Lower Canada
2013;Androscoggin;10.0;4.0;3.0;3.0;Unknown;Gulf of St. Lawrence;;;Totemist;Abenaki;Eastern Algonquian;Land;North America;North America;Northeast;Maine
2014;Natchitoches;5.0;2.0;2.0;1.0;Unknown;Mississippi River;;;Totemist;Caddo;Caddoan;Land;North America;North America;Mississippi;Louisiana
2015;Nipigon;3.0;1.0;1.0;1.0;Fur;Ohio;;Ojibwe;Totemist;Anishinabe;Central Algonquian;Land;North America;North America;Canada;Upper Ontario
2016;Bungi;3.0;1.0;1.0;1.0;Fur;Hudson Bay;;Assiniboine;Totemist;Nakota;Siouan;Land;North America;North America;Hudson Bay;Red River of the North
2017;Nehiyawewin;3.0;1.0;1.0;1.0;Unknown;Hudson Bay;;;Totemist;Cree;Central Algonquian;Land;North America;North America;Hudson Bay;Alberta
2018;Tsuu Tina;3.0;1.0;1.0;1.0;Unknown;Hudson Bay;;;Totemist;Athabascan;Na-Déné;Land;North America;North America;Hudson Bay;Alberta
2019;Nimiipu;3.0;1.0;1.0;1.0;Unknown;California;;;Totemist;Chinook;Penutian;Land;North America;North America;Cascadia;Snake River
2020;Bannock;3.0;1.0;1.0;1.0;Fur;California;;Shoshone;Totemist;Shoshone;Sonoran;Land;North America;North America;Cascadia;Snake River
2021;Miwok;10.0;4.0;3.0;3.0;Unknown;California;Important Natural Harbor;;Totemist;Piman;Sonoran;Land;North America;North America;California;Alta California
2022;Haida;3.0;1.0;1.0;1.0;Fish;California;;Haida;Totemist;Haida;Na-Déné;Land;North America;North America;Cascadia;Hecate Strait
2023;Munsee;6.0;2.0;2.0;2.0;Unknown;Chesapeake Bay;;;Totemist;Delaware;Eastern Algonquian;Land;North America;North America;Northeast;Delaware Valley
2024;Garoowe;3.0;1.0;1.0;1.0;Fish;Gulf of Aden;;Marehan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Majeerteen
2025;South Georgia;3.0;1.0;1.0;1.0;Unknown;Rio de La Plata;;;;;;Land;South America;South America;La Plata;South Atlantic Islands
2026;Tanjore;21.0;8.0;9.0;4.0;Cloth;Ceylon;;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Madura
2027;Arcot;10.0;4.0;4.0;2.0;Iron;Ceylon;;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Carnatic
2028;Mahur;6.0;2.0;2.0;2.0;Tropical Wood;Goa;;Bahmanis;Hindu;Telugu;Dravidian;Land;Asia;India;Deccan;Telingana
2029;South Kanara;10.0;4.0;4.0;2.0;Tropical Wood;Goa;;Malabar;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Kanara
2030;Goa;11.0;4.0;5.0;2.0;Spices;Goa;Coastal Center of Trade;Vijayanagar;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Kanara
2031;Morasanadu;10.0;4.0;4.0;2.0;Grain;Ceylon;;Vijayanagar;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Mysore
2032;Malenadu;6.0;2.0;2.0;2.0;Coffee;Ceylon;;Vijayanagar;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Mysore
2033;Savanur;11.0;4.0;4.0;3.0;Cotton;Goa;;Bahmanis;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Maidan
2034;Pune;13.0;5.0;5.0;3.0;Grain;Goa;;Bahmanis;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Desh
2035;Gulbarga;6.0;3.0;2.0;1.0;Grain;Goa;;Bahmanis;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Maidan
2036;Baglana;4.0;2.0;1.0;1.0;Grain;Goa;;Baglana;Hindu;Malvi;Western Aryan;Land;Asia;India;Western India;Tapti
2037;Warangal;8.0;3.0;3.0;2.0;Dyes;Goa;;Bahmanis;Hindu;Telugu;Dravidian;Land;Asia;India;Deccan;Telingana
2038;Midnapore;14.0;5.0;6.0;3.0;Spices;Bengal;;Orissa;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;Orissa
2039;Sunderbans;3.0;1.0;1.0;1.0;Grain;Bengal;;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;West Bengal
2040;Sadiya;6.0;2.0;2.0;2.0;Tea;Bengal;;Sadiya;Hindu;Assamese;Eastern Aryan;Land;Asia;India;Bengal;Assam
2041;Manipur;4.0;1.0;2.0;1.0;Cloth;Bengal;;Manipur;Animist;Chin;Burman;Land;Asia;India;Bengal;Naga Hills
2042;Koch Hajo;8.0;2.0;3.0;3.0;Cotton;Bengal;;Koch;Hindu;Assamese;Eastern Aryan;Land;Asia;India;Bengal;Assam
2043;Balasore;11.0;4.0;4.0;3.0;Cloth;Bengal;;Orissa;Hindu;Oriya;Eastern Aryan;Land;Asia;India;Bengal;Orissa
2044;Bhagalpur;11.0;4.0;4.0;3.0;Silk;Doab;;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Hindustan;Bihar
2045;Barind;16.0;6.0;6.0;4.0;Cloth;Bengal;;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;North Bengal
2046;Nasirabad;12.0;5.0;4.0;3.0;Cotton;Bengal;;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;North Bengal
2047;Tirhut;15.0;5.0;6.0;4.0;Dyes;Doab;;Tirhut;Hindu;Bihari;Eastern Aryan;Land;Asia;India;Hindustan;Bihar
2048;Garjat;3.0;1.0;1.0;1.0;Tropical Wood;Bengal;;Garjat;Hindu;Garjati;Central Indian;Land;Asia;India;Bengal;Garjat
